backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,foreign,very_popular,year_released,good
/91qfG6VaxRsCh1SbIi1w2vxknsL.jpg,"[16, 35, 10751]",863,en,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",137.777,/2MFIhZAW0CVlEQrFyqwa4U6zqJP.jpg,1999-10-30,Toy Story 2,False,7.6,11527,"Animation,Comedy,Family",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1999,True
/ut6OYNA8zG7kNeRTLIZzpN8u11y.jpg,"[18, 80]",785538,pt,7 Prisioneiros,An impoverished teen seeking to escape the clutches of a human trafficker must weigh living up to his moral code against his struggle to survive.,137.746,/5svMKCGnR6Yvj8wxldvDvgUi0Jk.jpg,2021-10-22,7 Prisoners,False,7.1,240,"Drama,Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,0,2021,True
/A6K6Y39vYsYboyKiiXwcPR6Q6tM.jpg,"[10770, 9648, 53, 35]",922885,es,Laura y el misterio del asesino inesperado,"After years of leave, Laura Lebrel returns to action. Lydia asks him for help on a case: Eugenio Ortiz, Laura's former instructor, has been murdered. But a new detective, Hector, finds evidence that incriminates Laura. She asks to be allowed to find the killer and Lydia gives her 24 hours to solve the case before arresting her.",137.601,/p6T9g5a227cUs4rlTlaxo8QAqIf.jpg,2022-01-13,Laura y el misterio del asesino inesperado,False,6.8,11,"TV Movie,Mystery,Thriller,Comedy",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,True,0,2022,True
/1GVwnspfEEMOHkSWRcibipPT0Pc.jpg,"[28, 80, 53]",574060,en,Gunpowder Milkshake,"In her turbulent life as a professional assassin, Sam has no choice but to go rogue to save the life of an innocent 8-year-old girl in the middle of the gang war she has unleashed.",136.583,/5AaKulwpUtkscAokKWtLenGTfVS.jpg,2021-07-14,Gunpowder Milkshake,False,6.4,577,"Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,0,2021,True
/mv4lRdLy201m3pndE68MuIKofpt.jpg,"[10749, 35]",790142,en,The Royal Treatment,"Isabella runs her own salon and isn’t afraid to speak her mind, while Prince Thomas runs his own country and is about to marry for duty rather than love. When Izzy and her fellow stylists get the opportunity of a lifetime to do the hair for the royal wedding, she and Prince Thomas learn that taking control of their own destiny requires following their hearts.",136.197,/mYAv0YUoXJzLxIdEirOken8Quwf.jpg,2022-01-20,The Royal Treatment,False,6.8,515,"Romance,Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,0,2022,True
/bAup7FGUlmNVOuhZFlLgmDPo0Eg.jpg,"[18, 14]",345938,en,The Shack,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",135.986,/doAzav9kfdtsoSdw1MDFvjKq3J4.jpg,2017-03-03,The Shack,False,7.4,1667,"Drama,Fantasy",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,False,0,2017,True
/nprqOIEfiMMQx16lgKeLf3rmPrR.jpg,[28],619297,en,Sweet Girl,"A man vows to bring justice to those responsible for his wife's death while protecting the only family he has left, his daughter.",135.563,/cP7odDzzFBD9ycxj2laTeFWGLjD.jpg,2021-08-18,Sweet Girl,False,6.8,885,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,2021,True
/nuijC0rSLcVfkfxEJVdqMDrnSba.jpg,"[878, 28, 12, 35]",98566,en,Teenage Mutant Ninja Turtles,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",134.979,/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg,2014-08-07,Teenage Mutant Ninja Turtles,False,5.9,5842,"Science Fiction,Action,Adventure,Comedy",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,0,2014,False
/vFm4pF0BgaWPj0i2zEiZO6TqEQ0.jpg,"[53, 28]",260346,en,Taken 3,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",134.769,/vzvMXMypMq7ieDofKThsxjHj9hn.jpg,2014-12-16,Taken 3,False,6.2,4857,"Thriller,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,0,2014,True
/qndvrOXGyoOxkhc12SqfLi9Hr31.jpg,"[14, 28]",8960,en,Hancock,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",134.547,/7DyuV2G0hLEqHeueDfOqhZ2DVut.jpg,2008-07-01,Hancock,False,6.3,8074,"Fantasy,Action",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,2008,True
/jzdnhRhG0dsuYorwvSqPqqnM1cV.jpg,"[28, 80, 53]",337339,en,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",134.038,/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg,2017-04-12,The Fate of the Furious,False,6.9,8862,"Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,0,2017,True
/wRDyTXw5j0RN9M03xZlHYkoNLCI.jpg,"[16, 18, 14, 10749]",568160,ja,天気の子,"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.",133.884,/qgrk7r1fV4IjuoeiGS5HOhXNdLJ.jpg,2019-06-19,Weathering with You,False,8.1,1430,"Animation,Drama,Fantasy,Romance",0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,True,0,2019,True
/zMrk2G3XsnfYKiIp1NEfdtvDyBH.jpg,"[12, 14, 18]",337401,en,Mulan,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",133.463,/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg,2020-09-04,Mulan,False,7.0,5610,"Adventure,Fantasy,Drama",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,False,0,2020,True
/ugukqzx4gSzBd1yzmbWEHLkpGaS.jpg,"[16, 10751, 14, 35, 10402, 12]",597316,en,My Little Pony: A New Generation,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",133.247,/hzq5XRGgm6NDMOW1idUvbpGqEkv.jpg,2021-09-23,My Little Pony: A New Generation,False,7.9,204,"Animation,Family,Fantasy,Comedy,Music,Adventure",0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,False,0,2021,True
/fX8e94MEWSuTJExndVYxKsmA4Hw.jpg,"[28, 12, 80]",604822,zh,急先锋,Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.,132.996,/mKvw1Ic9enfFlCPBNJGiejRPMUO.jpg,2020-09-30,Vanguard,False,6.3,403,"Action,Adventure,Crime",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,2020,True
/mabuNsGJgRuCTuGqjFkWe1xdu19.jpg,"[28, 12, 16, 10751]",260513,en,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",132.817,/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,2018-06-14,Incredibles 2,False,7.5,10919,"Action,Adventure,Animation,Family",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,2018,True
/7vCOBYP52Mm8Nlc09hLUtWfxHjJ.jpg,[28],767304,en,Redemption Day,"When his wife is kidnapped by terrorists for ransom, veteran war hero Brad Paxton races against the clock to rescue her in a daring and deadly operation that pits him against powerful and dark forces.",132.421,/y1Tk1LUwS3nRlugiXnag6Bu1ToG.jpg,2021-01-08,Redemption Day,False,6.2,202,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,2021,True
